AllocCPUS%|%AllocNodes%|%CPUTimeRAW%|%End%|%ExitCode%|%Flags%|%Group%|%JobID%|%JobName%|%NCPUS%|%NNodes%|%NodeList%|%NTasks%|%Partition%|%ReqCPUS%|%ReqMem%|%ReqNodes%|%Start%|%State%|%Submit%|%SystemCPU%|%TimelimitRaw%|%TotalCPU%|%UserCPU%|%
4%|%1%|%17224%|%2024-08-24T16:47:48%|%0:0%|%%|%%|%100276.batch%|%batch%|%4%|%1%|%icpnp120%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:36:02%|%COMPLETED%|%2024-08-24T15:36:02%|%01:09.112%|%%|%04:35:58%|%04:34:49%|%
4%|%1%|%17224%|%2024-08-24T16:47:48%|%0:0%|%%|%%|%100276.extern%|%extern%|%4%|%1%|%icpnp120%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:36:02%|%COMPLETED%|%2024-08-24T15:36:02%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T15:36:03%|%0:0%|%%|%%|%100276.0%|%mkdir%|%4%|%1%|%icpnp120%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:36:03%|%COMPLETED%|%2024-08-24T15:36:03%|%00:00.001%|%%|%00:00.002%|%00:00:00%|%
448%|%0%|%0%|%2024-08-24T15:38:25%|%0:0%|%StartRecieved%|%example%|%100277%|%D_Bi_3nm_nanodcal%|%448%|%8%|%None assigned%|%%|%ct448%|%448%|%1835008M%|%0.00M%|%None%|%CANCELLED by 31562%|%2024-08-24T15:36:28%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
1120%|%0%|%0%|%2024-08-24T15:38:25%|%0:0%|%StartRecieved%|%example%|%100278%|%D_Bi_7nm_nanodcal%|%1120%|%20%|%None assigned%|%%|%ct1k%|%1120%|%4587520M%|%0.00M%|%None%|%CANCELLED by 31562%|%2024-08-24T15:36:48%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
4%|%1%|%1944%|%2024-08-24T15:45:10%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100279%|%tsi1i6-irc%|%4%|%1%|%icpnp132%|%%|%ct112%|%4%|%17232M%|%0.00M%|%2024-08-24T15:37:04%|%COMPLETED%|%2024-08-24T15:36:53%|%01:06.587%|%5760%|%24:55.171%|%23:48.583%|%
4%|%1%|%1944%|%2024-08-24T15:45:10%|%0:0%|%%|%%|%100279.batch%|%batch%|%4%|%1%|%icpnp132%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:37:04%|%COMPLETED%|%2024-08-24T15:37:04%|%01:06.584%|%%|%24:55.167%|%23:48.582%|%
4%|%1%|%1944%|%2024-08-24T15:45:10%|%0:0%|%%|%%|%100279.extern%|%extern%|%4%|%1%|%icpnp132%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:37:04%|%COMPLETED%|%2024-08-24T15:37:04%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T15:37:05%|%0:0%|%%|%%|%100279.0%|%mkdir%|%4%|%1%|%icpnp132%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:37:05%|%COMPLETED%|%2024-08-24T15:37:05%|%00:00.002%|%%|%00:00.002%|%00:00:00%|%
112%|%0%|%0%|%2024-08-24T15:38:25%|%0:0%|%StartRecieved%|%example%|%100280%|%D_Au_3nm_nanodcal%|%112%|%2%|%None assigned%|%%|%ct112%|%112%|%458752M%|%0.00M%|%None%|%CANCELLED by 31562%|%2024-08-24T15:37:04%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
1120%|%0%|%0%|%2024-08-24T15:38:25%|%0:0%|%StartRecieved%|%example%|%100281%|%D_Au_7nm_nanodcal%|%1120%|%20%|%None assigned%|%%|%ct1k%|%1120%|%4587520M%|%0.00M%|%None%|%CANCELLED by 31562%|%2024-08-24T15:37:16%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
1120%|%0%|%0%|%2024-08-24T15:38:58%|%0:0%|%StartRecieved%|%example%|%100282%|%D_Au_7nm_nanodcal%|%1120%|%20%|%None assigned%|%%|%ct1k%|%1120%|%4587520M%|%0.00M%|%None%|%CANCELLED by 31562%|%2024-08-24T15:38:32%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%8%|%6720%|%2024-08-26T10:48:18%|%11:0%|%SchedBackfill,StartRecieved%|%example%|%100283%|%D_Bi_3nm_nanodcal%|%448%|%8%|%icpnp[101,116-117,119-120,128-130]%|%%|%ct448%|%448%|%1835008M%|%0.00M%|%2024-08-26T10:48:03%|%FAILED%|%2024-08-24T15:38:52%|%40:09.473%|%5760%|%01:00:07%|%19:58.350%|%
56%|%1%|%840%|%2024-08-26T10:48:18%|%11:0%|%%|%%|%100283.batch%|%batch%|%56%|%1%|%icpnp101%|%1%|%%|%56%|%%|%0.00M%|%2024-08-26T10:48:03%|%FAILED%|%2024-08-26T10:48:03%|%06:16.263%|%%|%09:02.335%|%02:46.072%|%
448%|%8%|%6720%|%2024-08-26T10:48:18%|%0:0%|%%|%%|%100283.extern%|%extern%|%448%|%8%|%icpnp[101,116-117,119-120,128-130]%|%8%|%%|%448%|%%|%0.00M%|%2024-08-26T10:48:03%|%COMPLETED%|%2024-08-26T10:48:03%|%00:00.005%|%%|%00:00.008%|%00:00.003%|%
392%|%7%|%7056%|%2024-08-26T10:48:21%|%1:0%|%%|%%|%100283.0%|%orted%|%392%|%7%|%icpnp[116-117,119-120,128-130]%|%7%|%%|%392%|%%|%0.00M%|%2024-08-26T10:48:03%|%FAILED%|%2024-08-26T10:48:03%|%33:53.204%|%%|%51:05.480%|%17:12.275%|%
1120%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%100284%|%D_Au_7nm_nanodcal%|%1120%|%20%|%None assigned%|%%|%ct1k%|%1120%|%4587520M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-24T15:39:10%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
112%|%1%|%23744%|%2024-08-24T15:43:07%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100285%|%submit.sh%|%112%|%1%|%icpnp133%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-24T15:39:35%|%CANCELLED by 25520%|%2024-08-24T15:39:19%|%05:43.014%|%1080%|%01:02:16%|%56:33.080%|%
112%|%1%|%23856%|%2024-08-24T15:43:08%|%0:15%|%%|%%|%100285.batch%|%batch%|%112%|%1%|%icpnp133%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T15:39:35%|%CANCELLED%|%2024-08-24T15:39:35%|%05:43.014%|%%|%01:02:16%|%56:33.079%|%
112%|%1%|%23744%|%2024-08-24T15:43:07%|%0:0%|%%|%%|%100285.extern%|%extern%|%112%|%1%|%icpnp133%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T15:39:35%|%COMPLETED%|%2024-08-24T15:39:35%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
1120%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%100286%|%D_Bi_7nm_nanodcal%|%1120%|%20%|%None assigned%|%%|%ct1k%|%1120%|%4587520M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-24T15:39:28%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
112%|%2%|%9520%|%2024-08-24T15:41:30%|%9:0%|%SchedBackfill,StartRecieved%|%example%|%100287%|%D_Au_3nm_nanodcal%|%112%|%2%|%icpnp[101,136]%|%%|%ct112%|%112%|%458752M%|%0.00M%|%2024-08-24T15:40:05%|%FAILED%|%2024-08-24T15:39:44%|%28:54.725%|%5760%|%02:05:44%|%01:36:49%|%
56%|%1%|%4760%|%2024-08-24T15:41:30%|%9:0%|%%|%%|%100287.batch%|%batch%|%56%|%1%|%icpnp101%|%1%|%%|%56%|%%|%0.00M%|%2024-08-24T15:40:05%|%FAILED%|%2024-08-24T15:40:05%|%14:29.294%|%%|%01:01:07%|%46:38.102%|%
112%|%2%|%9520%|%2024-08-24T15:41:30%|%0:0%|%%|%%|%100287.extern%|%extern%|%112%|%2%|%icpnp[101,136]%|%2%|%%|%112%|%%|%0.00M%|%2024-08-24T15:40:05%|%COMPLETED%|%2024-08-24T15:40:05%|%00:00.001%|%%|%00:00.002%|%00:00:00%|%
56%|%1%|%4816%|%2024-08-24T15:41:31%|%0:125%|%%|%%|%100287.0%|%orted%|%56%|%1%|%icpnp136%|%1%|%%|%56%|%%|%0.00M%|%2024-08-24T15:40:05%|%OUT_OF_MEMORY%|%2024-08-24T15:40:05%|%14:25.429%|%%|%01:04:37%|%50:11.832%|%
4%|%1%|%13924%|%2024-08-24T16:38:36%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100288%|%tsi1p8%|%4%|%1%|%icpnp147%|%%|%ct112%|%4%|%17232M%|%0.00M%|%2024-08-24T15:40:35%|%COMPLETED%|%2024-08-24T15:40:05%|%00:48.954%|%5760%|%03:47:32%|%03:46:43%|%
4%|%1%|%13924%|%2024-08-24T16:38:36%|%0:0%|%%|%%|%100288.batch%|%batch%|%4%|%1%|%icpnp147%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:40:35%|%COMPLETED%|%2024-08-24T15:40:35%|%00:48.951%|%%|%03:47:32%|%03:46:43%|%
4%|%1%|%13924%|%2024-08-24T16:38:36%|%0:0%|%%|%%|%100288.extern%|%extern%|%4%|%1%|%icpnp147%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:40:35%|%COMPLETED%|%2024-08-24T15:40:35%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T15:40:36%|%0:0%|%%|%%|%100288.0%|%mkdir%|%4%|%1%|%icpnp147%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:40:36%|%COMPLETED%|%2024-08-24T15:40:36%|%00:00.001%|%%|%00:00.002%|%00:00:00%|%
112%|%1%|%4163488%|%2024-08-25T02:03:10%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100289%|%submit.sh%|%112%|%1%|%icpnp133%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-24T15:43:36%|%COMPLETED%|%2024-08-24T15:43:16%|%19:19:10%|%1080%|%25-09:51:00%|%24-14:31:50%|%
112%|%1%|%4163488%|%2024-08-25T02:03:10%|%0:0%|%%|%%|%100289.batch%|%batch%|%112%|%1%|%icpnp133%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T15:43:36%|%COMPLETED%|%2024-08-24T15:43:36%|%19:19:10%|%%|%25-09:51:00%|%24-14:31:50%|%
112%|%1%|%4163488%|%2024-08-25T02:03:10%|%0:0%|%%|%%|%100289.extern%|%extern%|%112%|%1%|%icpnp133%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T15:43:36%|%COMPLETED%|%2024-08-24T15:43:36%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%2%|%9072%|%2024-08-24T15:47:27%|%9:0%|%SchedBackfill,StartRecieved%|%example%|%100290%|%D_Au_3nm_nanodcal%|%112%|%2%|%icpnp[101,136]%|%%|%ct112%|%112%|%458752M%|%0.00M%|%2024-08-24T15:46:06%|%FAILED%|%2024-08-24T15:45:47%|%28:23.152%|%5760%|%02:10:09%|%01:41:46%|%
56%|%1%|%4536%|%2024-08-24T15:47:27%|%9:0%|%%|%%|%100290.batch%|%batch%|%56%|%1%|%icpnp101%|%1%|%%|%56%|%%|%0.00M%|%2024-08-24T15:46:06%|%FAILED%|%2024-08-24T15:46:06%|%14:30.979%|%%|%01:03:40%|%49:09.592%|%
112%|%2%|%9072%|%2024-08-24T15:47:27%|%0:0%|%%|%%|%100290.extern%|%extern%|%112%|%2%|%icpnp[101,136]%|%2%|%%|%112%|%%|%0.00M%|%2024-08-24T15:46:06%|%COMPLETED%|%2024-08-24T15:46:06%|%00:00:00%|%%|%00:00.002%|%00:00.001%|%
56%|%1%|%4536%|%2024-08-24T15:47:28%|%0:125%|%%|%%|%100290.0%|%orted%|%56%|%1%|%icpnp136%|%1%|%%|%56%|%%|%0.00M%|%2024-08-24T15:46:07%|%OUT_OF_MEMORY%|%2024-08-24T15:46:07%|%13:52.171%|%%|%01:06:29%|%52:36.984%|%
4%|%1%|%41928%|%2024-08-24T18:47:50%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100291%|%tsc1i11%|%4%|%1%|%icpnp114%|%%|%ct112%|%4%|%17232M%|%0.00M%|%2024-08-24T15:53:08%|%COMPLETED%|%2024-08-24T15:53:02%|%00:28.998%|%5760%|%11:32:15%|%11:31:46%|%
4%|%1%|%41928%|%2024-08-24T18:47:50%|%0:0%|%%|%%|%100291.batch%|%batch%|%4%|%1%|%icpnp114%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:53:08%|%COMPLETED%|%2024-08-24T15:53:08%|%00:28.995%|%%|%11:32:15%|%11:31:46%|%
4%|%1%|%41928%|%2024-08-24T18:47:50%|%0:0%|%%|%%|%100291.extern%|%extern%|%4%|%1%|%icpnp114%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:53:08%|%COMPLETED%|%2024-08-24T15:53:08%|%00:00:00%|%%|%00:00.001%|%00:00.001%|%
4%|%1%|%0%|%2024-08-24T15:53:08%|%0:0%|%%|%%|%100291.0%|%mkdir%|%4%|%1%|%icpnp114%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T15:53:08%|%COMPLETED%|%2024-08-24T15:53:08%|%00:00.003%|%%|%00:00.004%|%00:00.001%|%
112%|%4%|%2128%|%2024-08-24T15:57:28%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100292%|%gre%|%112%|%4%|%icpnp[101-102,150,152]%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-24T15:57:09%|%COMPLETED%|%2024-08-24T15:56:39%|%01:49.928%|%5760%|%07:54.884%|%06:04.955%|%
62%|%1%|%1178%|%2024-08-24T15:57:28%|%0:0%|%%|%%|%100292.batch%|%batch%|%62%|%1%|%icpnp101%|%1%|%%|%62%|%%|%0.00M%|%2024-08-24T15:57:09%|%COMPLETED%|%2024-08-24T15:57:09%|%00:00.104%|%%|%00:00.419%|%00:00.314%|%
112%|%4%|%2128%|%2024-08-24T15:57:28%|%0:0%|%%|%%|%100292.extern%|%extern%|%112%|%4%|%icpnp[101-102,150,152]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T15:57:09%|%COMPLETED%|%2024-08-24T15:57:09%|%00:00.002%|%%|%00:00.003%|%00:00.001%|%
112%|%4%|%2016%|%2024-08-24T15:57:28%|%0:0%|%%|%%|%100292.0%|%hydra_bstrap_proxy%|%112%|%4%|%icpnp[101-102,150,152]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T15:57:10%|%COMPLETED%|%2024-08-24T15:57:10%|%01:49.822%|%%|%07:54.461%|%06:04.639%|%
112%|%4%|%672%|%2024-08-24T15:57:45%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100293%|%MgH2%|%112%|%4%|%icpnp[101-103,117]%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-24T15:57:39%|%COMPLETED%|%2024-08-24T15:57:23%|%01:23.154%|%5760%|%03:38.331%|%02:15.176%|%
62%|%1%|%372%|%2024-08-24T15:57:45%|%0:0%|%%|%%|%100293.batch%|%batch%|%62%|%1%|%icpnp101%|%1%|%%|%62%|%%|%0.00M%|%2024-08-24T15:57:39%|%COMPLETED%|%2024-08-24T15:57:39%|%00:00.107%|%%|%00:00.412%|%00:00.304%|%
112%|%4%|%672%|%2024-08-24T15:57:45%|%0:0%|%%|%%|%100293.extern%|%extern%|%112%|%4%|%icpnp[101-103,117]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T15:57:39%|%COMPLETED%|%2024-08-24T15:57:39%|%00:00.004%|%%|%00:00.004%|%00:00:00%|%
112%|%4%|%560%|%2024-08-24T15:57:45%|%0:0%|%%|%%|%100293.0%|%hydra_bstrap_proxy%|%112%|%4%|%icpnp[101-103,117]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T15:57:40%|%COMPLETED%|%2024-08-24T15:57:40%|%01:23.042%|%%|%03:37.914%|%02:14.872%|%
448%|%8%|%46592%|%2024-08-26T10:49:47%|%0:125%|%SchedBackfill,StartRecieved%|%example%|%100294%|%D_Au_3nm_nanodcal%|%448%|%8%|%icpnp[110,132,134,141,143,151-152,154]%|%%|%ct448%|%448%|%1835008M%|%0.00M%|%2024-08-26T10:48:03%|%OUT_OF_MEMORY%|%2024-08-24T15:57:55%|%01:48:34%|%5760%|%07:53:32%|%06:04:57%|%
56%|%1%|%5824%|%2024-08-26T10:49:47%|%0:125%|%%|%%|%100294.batch%|%batch%|%56%|%1%|%icpnp110%|%1%|%%|%56%|%%|%0.00M%|%2024-08-26T10:48:03%|%OUT_OF_MEMORY%|%2024-08-26T10:48:03%|%12:27.639%|%%|%01:00:51%|%48:24.007%|%
448%|%8%|%46592%|%2024-08-26T10:49:47%|%0:0%|%%|%%|%100294.extern%|%extern%|%448%|%8%|%icpnp[110,132,134,141,143,151-152,154]%|%8%|%%|%448%|%%|%0.00M%|%2024-08-26T10:48:03%|%COMPLETED%|%2024-08-26T10:48:03%|%00:00.004%|%%|%00:00.007%|%00:00.003%|%
392%|%7%|%41160%|%2024-08-26T10:49:48%|%0:125%|%%|%%|%100294.0%|%orted%|%392%|%7%|%icpnp[132,134,141,143,151-152,154]%|%7%|%%|%392%|%%|%0.00M%|%2024-08-26T10:48:03%|%OUT_OF_MEMORY%|%2024-08-26T10:48:03%|%01:36:07%|%%|%06:52:40%|%05:16:33%|%
112%|%4%|%285264%|%2024-08-24T16:42:07%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100295%|%gre%|%112%|%4%|%icpnp[101-103,117]%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-24T15:59:40%|%COMPLETED%|%2024-08-24T15:59:24%|%21:33.433%|%5760%|%3-06:37:10%|%3-06:15:37%|%
62%|%1%|%157914%|%2024-08-24T16:42:07%|%0:0%|%%|%%|%100295.batch%|%batch%|%62%|%1%|%icpnp101%|%1%|%%|%62%|%%|%0.00M%|%2024-08-24T15:59:40%|%COMPLETED%|%2024-08-24T15:59:40%|%00:00.195%|%%|%00:00.510%|%00:00.315%|%
112%|%4%|%285264%|%2024-08-24T16:42:07%|%0:0%|%%|%%|%100295.extern%|%extern%|%112%|%4%|%icpnp[101-103,117]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T15:59:40%|%COMPLETED%|%2024-08-24T15:59:40%|%00:00.001%|%%|%00:00.004%|%00:00.002%|%
112%|%4%|%285152%|%2024-08-24T16:42:07%|%0:0%|%%|%%|%100295.0%|%hydra_bstrap_proxy%|%112%|%4%|%icpnp[101-103,117]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T15:59:41%|%COMPLETED%|%2024-08-24T15:59:41%|%21:33.236%|%%|%3-06:37:10%|%3-06:15:36%|%
1120%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%100296%|%D_1k_Bi_3nm_nanodcal%|%1120%|%20%|%None assigned%|%%|%ct1k%|%1120%|%4587520M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-24T16:01:24%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
112%|%4%|%186480%|%2024-08-24T16:29:55%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100297%|%MgH2%|%112%|%4%|%icpnp[147,150-152]%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-24T16:02:10%|%COMPLETED%|%2024-08-24T16:02:01%|%19:03.921%|%5760%|%2-03:23:43%|%2-03:04:39%|%
41%|%1%|%68265%|%2024-08-24T16:29:55%|%0:0%|%%|%%|%100297.batch%|%batch%|%41%|%1%|%icpnp147%|%1%|%%|%41%|%%|%0.00M%|%2024-08-24T16:02:10%|%COMPLETED%|%2024-08-24T16:02:10%|%00:00.178%|%%|%00:00.493%|%00:00.315%|%
112%|%4%|%186480%|%2024-08-24T16:29:55%|%0:0%|%%|%%|%100297.extern%|%extern%|%112%|%4%|%icpnp[147,150-152]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T16:02:10%|%COMPLETED%|%2024-08-24T16:02:10%|%00:00.001%|%%|%00:00.003%|%00:00.001%|%
112%|%4%|%186368%|%2024-08-24T16:29:55%|%0:0%|%%|%%|%100297.0%|%hydra_bstrap_proxy%|%112%|%4%|%icpnp[147,150-152]%|%4%|%%|%112%|%%|%0.00M%|%2024-08-24T16:02:11%|%COMPLETED%|%2024-08-24T16:02:11%|%19:03.741%|%%|%2-03:23:42%|%2-03:04:39%|%
1680%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%100298%|%D_2k_Bi_7nm_nanodcal%|%1680%|%30%|%None assigned%|%%|%ct2k%|%1680%|%6881280M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-24T16:04:18%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
1680%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%100299%|%D_2k_Au_7nm_nanodcal%|%1680%|%30%|%None assigned%|%%|%ct2k%|%1680%|%6881280M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-24T16:05:27%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
4%|%1%|%952%|%2024-08-24T16:16:10%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100300%|%i2-1-7-H6H7-loss%|%4%|%1%|%icpnp310%|%%|%development%|%4%|%17232M%|%0.00M%|%2024-08-24T16:12:12%|%COMPLETED%|%2024-08-24T16:11:47%|%00:14.382%|%120%|%13:44.444%|%13:30.061%|%
4%|%1%|%952%|%2024-08-24T16:16:10%|%0:0%|%%|%%|%100300.batch%|%batch%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:12:12%|%COMPLETED%|%2024-08-24T16:12:12%|%00:14.380%|%%|%13:44.441%|%13:30.061%|%
4%|%1%|%952%|%2024-08-24T16:16:10%|%0:0%|%%|%%|%100300.extern%|%extern%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:12:12%|%COMPLETED%|%2024-08-24T16:12:12%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T16:12:13%|%0:0%|%%|%%|%100300.0%|%mkdir%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:12:13%|%COMPLETED%|%2024-08-24T16:12:13%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
144%|%1%|%57744%|%2024-08-24T16:27:47%|%0:0%|%SchedMain,StartRecieved%|%example%|%100301%|%VASP-job%|%144%|%1%|%ncpn26%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:21:06%|%COMPLETED%|%2024-08-24T16:21:04%|%07:25.271%|%2880%|%15:31:56%|%15:24:31%|%
144%|%1%|%57744%|%2024-08-24T16:27:47%|%0:0%|%%|%%|%100301.batch%|%batch%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:21:06%|%COMPLETED%|%2024-08-24T16:21:06%|%07:25.271%|%%|%15:31:56%|%15:24:31%|%
144%|%1%|%57744%|%2024-08-24T16:27:47%|%0:0%|%%|%%|%100301.extern%|%extern%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:21:06%|%COMPLETED%|%2024-08-24T16:21:06%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%49680%|%2024-08-24T16:28:30%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100302%|%VASP-job%|%144%|%1%|%ncpn32%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:22:45%|%COMPLETED%|%2024-08-24T16:22:21%|%07:20.682%|%2880%|%13:03:20%|%12:56:00%|%
144%|%1%|%49680%|%2024-08-24T16:28:30%|%0:0%|%%|%%|%100302.batch%|%batch%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:22:45%|%COMPLETED%|%2024-08-24T16:22:45%|%07:20.682%|%%|%13:03:20%|%12:56:00%|%
144%|%1%|%49680%|%2024-08-24T16:28:30%|%0:0%|%%|%%|%100302.extern%|%extern%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:22:45%|%COMPLETED%|%2024-08-24T16:22:45%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%56448%|%2024-08-24T16:30:17%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100303%|%VASP-job%|%144%|%1%|%ncpn33%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:23:45%|%COMPLETED%|%2024-08-24T16:23:17%|%06:07.213%|%2880%|%15:16:35%|%15:10:28%|%
144%|%1%|%56448%|%2024-08-24T16:30:17%|%0:0%|%%|%%|%100303.batch%|%batch%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:23:45%|%COMPLETED%|%2024-08-24T16:23:45%|%06:07.213%|%%|%15:16:35%|%15:10:28%|%
144%|%1%|%56448%|%2024-08-24T16:30:17%|%0:0%|%%|%%|%100303.extern%|%extern%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:23:45%|%COMPLETED%|%2024-08-24T16:23:45%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%47376%|%2024-08-24T16:33:35%|%0:0%|%SchedMain,StartRecieved%|%example%|%100304%|%VASP-job%|%144%|%1%|%ncpn26%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:28:06%|%COMPLETED%|%2024-08-24T16:25:10%|%05:24.906%|%2880%|%12:45:04%|%12:39:39%|%
144%|%1%|%47376%|%2024-08-24T16:33:35%|%0:0%|%%|%%|%100304.batch%|%batch%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:28:06%|%COMPLETED%|%2024-08-24T16:28:06%|%05:24.906%|%%|%12:45:04%|%12:39:39%|%
144%|%1%|%47376%|%2024-08-24T16:33:35%|%0:0%|%%|%%|%100304.extern%|%extern%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:28:06%|%COMPLETED%|%2024-08-24T16:28:06%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%993744%|%2024-08-24T18:28:06%|%0:0%|%SchedMain,StartRecieved%|%example%|%100305%|%VASP-job%|%144%|%1%|%ncpn19%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:33:05%|%COMPLETED%|%2024-08-24T16:33:05%|%01:00:40%|%2880%|%11-11:22:32%|%11-10:21:51%|%
144%|%1%|%993744%|%2024-08-24T18:28:06%|%0:0%|%%|%%|%100305.batch%|%batch%|%144%|%1%|%ncpn19%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:33:05%|%COMPLETED%|%2024-08-24T16:33:05%|%01:00:40%|%%|%11-11:22:32%|%11-10:21:51%|%
144%|%1%|%993744%|%2024-08-24T18:28:06%|%0:0%|%%|%%|%100305.extern%|%extern%|%144%|%1%|%ncpn19%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:33:05%|%COMPLETED%|%2024-08-24T16:33:05%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
